id,participant_id,timestamp,pagetime,item,action,message,combined,combined_num
4693,220,2017-08-25 21:31:55,0,back_button,rewind,,back_button rewind,15
4694,220,2017-08-25 21:31:59,0,next_button,click,,next_button click,14
4695,220,2017-08-25 21:32:02,0,next_button,click,,next_button click,14
4696,220,2017-08-25 21:32:03,0,next_button,click,,next_button click,14
4697,220,2017-08-25 21:32:04,0,next_button,click,,next_button click,14
4698,220,2017-08-25 21:32:05,0,next_button,click,,next_button click,14
4699,220,2017-08-25 21:32:07,0,next_button,click,,next_button click,14
4700,220,2017-08-25 21:32:08,0,next_button,click,,next_button click,14
4701,220,2017-08-25 21:32:10,0,next_button,click,,next_button click,14
4702,220,2017-08-25 21:32:20,0,back_button,rewind,,back_button rewind,15
4703,220,2017-08-25 21:32:27,0,back_button,rewind,,back_button rewind,15
4704,220,2017-08-25 21:32:30,0,back_button,rewind,,back_button rewind,15
4705,220,2017-08-25 21:32:40,0,back_button,rewind,,back_button rewind,15
4706,220,2017-08-25 21:32:41,0,back_button,rewind,,back_button rewind,15
4707,220,2017-08-25 21:32:42,0,back_button,rewind,,back_button rewind,15
4708,220,2017-08-25 21:32:44,0,back_button,rewind,,back_button rewind,15
4709,220,2017-08-25 21:32:46,0,back_button,rewind,,back_button rewind,15
4710,220,2017-08-25 21:32:48,0,back_button,rewind,,back_button rewind,15
4711,220,2017-08-25 21:32:50,0,next_button,click,,next_button click,14
4712,220,2017-08-25 21:32:54,0,back_button,rewind,,back_button rewind,15
4713,220,2017-08-25 21:32:55,0,back_button,rewind,,back_button rewind,15
4714,220,2017-08-25 21:32:55,0,back_button,rewind,,back_button rewind,15
4715,220,2017-08-25 21:32:57,0,back_button,rewind,,back_button rewind,15
4716,220,2017-08-25 21:32:57,0,back_button,rewind,,back_button rewind,15
4717,220,2017-08-25 21:32:57,0,back_button,rewind,,back_button rewind,15
4718,220,2017-08-25 21:32:57,0,back_button,rewind,,back_button rewind,15
4719,220,2017-08-25 21:32:58,0,back_button,rewind,,back_button rewind,15
4720,220,2017-08-25 21:32:58,0,back_button,rewind,,back_button rewind,15
4721,220,2017-08-25 21:32:58,0,back_button,rewind,,back_button rewind,15
4722,220,2017-08-25 21:32:58,0,back_button,rewind,,back_button rewind,15
4723,220,2017-08-25 21:33:00,0,back_button,rewind,,back_button rewind,15
4724,220,2017-08-25 21:33:01,0,back_button,rewind,,back_button rewind,15
4725,220,2017-08-25 21:33:01,0,back_button,rewind,,back_button rewind,15
4726,220,2017-08-25 21:33:02,0,back_button,rewind,,back_button rewind,15
4727,220,2017-08-25 21:33:02,0,back_button,rewind,,back_button rewind,15
4728,220,2017-08-25 21:33:02,0,back_button,rewind,,back_button rewind,15
4729,220,2017-08-25 21:33:03,0,back_button,rewind,,back_button rewind,15
4730,220,2017-08-25 21:33:04,0,next_button,click,,next_button click,14
4731,220,2017-08-25 21:33:04,0,next_button,click,,next_button click,14
4732,220,2017-08-25 21:33:06,0,next_button,click,,next_button click,14
4733,220,2017-08-25 21:33:09,0,next_button,click,,next_button click,14
4734,220,2017-08-25 21:33:14,0,next_button,click,,next_button click,14
4735,220,2017-08-25 21:33:22,0,next_button,click,,next_button click,14
4736,220,2017-08-25 21:33:54,0,next_button,click,,next_button click,14
4737,220,2017-08-25 21:34:29,0,back_button,rewind,,back_button rewind,15
4738,220,2017-08-25 21:34:37,0,next_button,click,,next_button click,14
4739,220,2017-08-25 21:34:40,0,cardView,toggle,,cardView toggle,11
