id,participant_id,timestamp,pagetime,item,action,message
4705,220,"2017-08-25 21:32:40",0,back_button,rewind,
4706,220,"2017-08-25 21:32:41",0,back_button,rewind,
4707,220,"2017-08-25 21:32:42",0,back_button,rewind,
4708,220,"2017-08-25 21:32:44",0,back_button,rewind,
4709,220,"2017-08-25 21:32:46",0,back_button,rewind,
4710,220,"2017-08-25 21:32:48",0,back_button,rewind,
4711,220,"2017-08-25 21:32:50",0,next_button,click,
4712,220,"2017-08-25 21:32:54",0,back_button,rewind,
4713,220,"2017-08-25 21:32:55",0,back_button,rewind,
4714,220,"2017-08-25 21:32:55",0,back_button,rewind,
4715,220,"2017-08-25 21:32:57",0,back_button,rewind,
4716,220,"2017-08-25 21:32:57",0,back_button,rewind,
4717,220,"2017-08-25 21:32:57",0,back_button,rewind,
4718,220,"2017-08-25 21:32:57",0,back_button,rewind,
4719,220,"2017-08-25 21:32:58",0,back_button,rewind,
4720,220,"2017-08-25 21:32:58",0,back_button,rewind,
4721,220,"2017-08-25 21:32:58",0,back_button,rewind,
4722,220,"2017-08-25 21:32:58",0,back_button,rewind,
4723,220,"2017-08-25 21:33:00",0,back_button,rewind,
4724,220,"2017-08-25 21:33:01",0,back_button,rewind,
4725,220,"2017-08-25 21:33:01",0,back_button,rewind,
4726,220,"2017-08-25 21:33:02",0,back_button,rewind,
4727,220,"2017-08-25 21:33:02",0,back_button,rewind,
4728,220,"2017-08-25 21:33:02",0,back_button,rewind,
4729,220,"2017-08-25 21:33:03",0,back_button,rewind,
4730,220,"2017-08-25 21:33:04",0,next_button,click,
4731,220,"2017-08-25 21:33:04",0,next_button,click,
4732,220,"2017-08-25 21:33:06",0,next_button,click,
4733,220,"2017-08-25 21:33:09",0,next_button,click,
4734,220,"2017-08-25 21:33:14",0,next_button,click,
4735,220,"2017-08-25 21:33:22",0,next_button,click,
4736,220,"2017-08-25 21:33:54",0,next_button,click,
4737,220,"2017-08-25 21:34:29",0,back_button,rewind,
4738,220,"2017-08-25 21:34:37",0,next_button,click,
4739,220,"2017-08-25 21:34:40",0,cardView,toggle,
4740,220,"2017-08-25 21:34:42",0,cardView,toggle,
4741,220,"2017-08-25 21:34:44",0,next_button,click,
4742,220,"2017-08-25 21:35:20",0,next_button,click,
4743,220,"2017-08-25 21:35:30",0,next_button,click,
4744,220,"2017-08-25 21:36:40",0,back_button,rewind,
4745,220,"2017-08-25 21:36:42",0,next_button,click,
4746,220,"2017-08-25 21:47:29",0,next_button,click,
4747,220,"2017-08-25 21:47:30",0,next_button,click,
4748,220,"2017-08-25 21:47:32",0,next_button,click,
4749,220,"2017-08-25 21:47:33",0,next_button,click,
4750,220,"2017-08-25 21:47:35",0,next_button,click,
4751,220,"2017-08-25 21:47:36",0,next_button,click,
4752,220,"2017-08-25 21:47:38",0,next_button,click,
4753,220,"2017-08-25 21:47:41",0,next_button,click,
4754,220,"2017-08-25 21:47:46",0,next_button,click,
4755,220,"2017-08-25 21:48:10",0,full_screen_button,fullscreen,
4756,220,"2017-08-25 21:48:12",0,full_screen_button,collapsed,
4808,217,"2017-08-27 18:37:20",0,full_screen_button,fullscreen,
4809,217,"2017-08-27 18:37:22",0,play_pause_button,play,
4810,217,"2017-08-27 18:37:55",0,play_pause_button,pause,
4811,217,"2017-08-27 18:37:59",0,full_screen_button,collapsed,
4812,217,"2017-08-27 18:38:07",0,play_pause_button,play,
4813,217,"2017-08-27 18:38:41",0,full_screen_button,fullscreen,
4814,217,"2017-08-27 18:38:43",0,play_pause_button,play,
4815,217,"2017-08-27 18:39:05",0,play_pause_button,pause,
4816,217,"2017-08-27 18:39:08",0,full_screen_button,collapsed,
4817,217,"2017-08-27 18:42:39",0,full_screen_button,fullscreen,
4818,217,"2017-08-27 18:42:43",0,play_pause_button,play,
4819,217,"2017-08-27 18:43:18",0,select_recipe,mullet,
4820,217,"2017-08-27 18:43:25",0,experience_level,not_really,
4821,217,"2017-08-27 18:43:32",0,cook_reason,learn,
4822,217,"2017-08-27 18:43:36",0,cooking_for,2,
4823,217,"2017-08-27 18:43:58",0,not_quite_button,click,
4824,217,"2017-08-27 18:44:05",0,experience_level,not_really,
4825,217,"2017-08-27 18:44:07",0,cook_reason,learn,
4826,217,"2017-08-27 18:44:13",0,cooking_for,2,
4827,217,"2017-08-27 18:44:35",0,confirm_cook,click,
4828,217,"2017-08-27 18:45:05",0,cardView,toggle,
4829,217,"2017-08-27 18:45:08",0,next_button,click,
4830,217,"2017-08-27 18:45:22",0,next_button,click,
4831,217,"2017-08-27 18:45:23",0,next_button,click,
4832,217,"2017-08-27 18:46:03",0,back_button,rewind,
4833,217,"2017-08-27 18:47:14",0,next_button,click,
4834,217,"2017-08-27 18:47:25",0,next_button,click,
4835,217,"2017-08-27 18:48:54",0,back_button,rewind,
4836,217,"2017-08-27 18:50:49",0,next_button,click,
4837,217,"2017-08-27 18:53:38",0,next_button,click,
4838,217,"2017-08-27 18:54:28",0,next_button,click,
4839,217,"2017-08-27 18:54:39",0,next_button,click,
4840,217,"2017-08-27 18:54:39",0,next_button,click,
4841,217,"2017-08-27 18:55:50",0,next_button,click,
4842,217,"2017-08-27 18:55:52",0,next_button,click,
4843,217,"2017-08-27 18:56:02",0,next_button,click,
4844,217,"2017-08-27 18:56:13",0,next_button,click,
4845,217,"2017-08-27 18:56:14",0,next_button,click,
4846,217,"2017-08-27 18:56:15",0,next_button,click,
4847,217,"2017-08-27 18:56:26",0,back_button,rewind,
4848,217,"2017-08-27 18:56:26",0,back_button,rewind,
4849,217,"2017-08-27 18:56:27",0,back_button,rewind,
4850,217,"2017-08-27 18:56:27",0,back_button,rewind,
4851,217,"2017-08-27 18:56:27",0,back_button,rewind,
4852,217,"2017-08-27 18:56:29",0,back_button,rewind,
4853,217,"2017-08-27 18:56:30",0,back_button,rewind,
4854,217,"2017-08-27 18:56:31",0,next_button,click,
4855,217,"2017-08-27 18:56:41",0,next_button,click,
4856,217,"2017-08-27 18:56:41",0,next_button,click,
4857,217,"2017-08-27 18:56:43",0,next_button,click,
4858,217,"2017-08-27 18:56:52",0,next_button,click,
4859,217,"2017-08-27 18:56:52",0,next_button,click,
4860,217,"2017-08-27 18:57:02",0,next_button,click,
4861,217,"2017-08-27 18:57:06",0,back_button,rewind,
4862,217,"2017-08-27 18:57:07",0,back_button,rewind,
4863,217,"2017-08-27 18:57:10",0,cardView,toggle,
4864,217,"2017-08-27 18:57:19",0,back_button,rewind,
4865,217,"2017-08-27 18:57:20",0,back_button,rewind,
4866,217,"2017-08-27 18:57:20",0,cardView,toggle,
4867,217,"2017-08-27 18:57:20",0,back_button,rewind,
4868,217,"2017-08-27 19:00:51",0,back_button,rewind,
4869,217,"2017-08-27 19:00:52",0,next_button,click,
4870,217,"2017-08-27 19:00:56",0,next_button,click,
4871,217,"2017-08-27 19:01:07",0,next_button,click,
4872,217,"2017-08-27 19:03:11",0,next_button,click,
4873,217,"2017-08-27 19:06:10",0,next_button,click,
4874,217,"2017-08-27 19:06:37",0,next_button,click,
4875,217,"2017-08-27 19:09:48",0,next_button,click,
4876,217,"2017-08-27 19:09:59",0,next_button,click,
4877,217,"2017-08-27 19:10:02",0,next_button,click,
4878,217,"2017-08-27 19:10:02",0,next_button,click,
4879,217,"2017-08-27 19:13:17",0,next_button,click,
4880,217,"2017-08-27 19:14:05",0,full_screen_button,fullscreen,
4881,217,"2017-08-27 19:14:07",0,full_screen_button,collapsed,
5246,113,"2017-08-30 07:44:50",0,play_pause_button,play,
5247,113,"2017-08-30 07:46:08",0,play_pause_button,pause,
5248,113,"2017-08-30 07:46:11",0,play_pause_button,play,
5249,113,"2017-08-30 07:46:16",0,select_recipe,choc_pots,
5250,113,"2017-08-30 07:46:25",0,experience_level,not_really,
5251,113,"2017-08-30 07:46:30",0,cook_reason,dinner,
5252,113,"2017-08-30 07:46:33",0,cooking_for,2,
5253,113,"2017-08-30 07:46:46",0,confirm_cook,click,
5254,113,"2017-08-30 07:46:57",0,next_button,click,
5255,113,"2017-08-30 07:46:59",0,next_button,click,
5256,113,"2017-08-30 07:47:33",0,cardView,toggle,
5257,113,"2017-08-30 07:47:51",0,cardView,toggle,
5258,113,"2017-08-30 07:47:54",0,cardView,toggle,
5259,113,"2017-08-30 07:50:23",0,next_button,click,
5260,113,"2017-08-30 07:50:47",0,next_button,click,
5261,113,"2017-08-30 07:51:13",0,back_button,rewind,
5262,113,"2017-08-30 07:51:14",0,back_button,rewind,
5263,113,"2017-08-30 07:51:14",0,back_button,rewind,
5264,113,"2017-08-30 07:51:15",0,back_button,rewind,
5265,113,"2017-08-30 07:51:16",0,back_button,rewind,
5266,113,"2017-08-30 07:51:17",0,back_button,rewind,
5267,113,"2017-08-30 07:51:19",0,next_button,click,
5268,113,"2017-08-30 07:51:24",0,next_button,click,
5269,113,"2017-08-30 07:51:25",0,next_button,click,
5270,113,"2017-08-30 07:51:26",0,next_button,click,
5271,113,"2017-08-30 07:51:27",0,next_button,click,
5272,113,"2017-08-30 07:51:32",0,cardView,toggle,
5273,113,"2017-08-30 07:51:40",0,cardView,toggle,
5274,113,"2017-08-30 07:52:23",0,next_button,click,
5275,113,"2017-08-30 07:52:34",0,back_button,rewind,
5276,113,"2017-08-30 07:52:43",0,next_button,click,
5277,113,"2017-08-30 07:53:01",0,next_button,click,
5278,113,"2017-08-30 07:53:54",0,next_button,click,
5279,113,"2017-08-30 07:57:56",0,next_button,click,
5280,113,"2017-08-30 08:03:44",0,next_button,click,
5281,113,"2017-08-30 08:03:53",0,next_button,click,
5282,113,"2017-08-30 08:03:59",0,next_button,click,
5283,113,"2017-08-30 08:04:02",0,next_button,click,
5284,113,"2017-08-30 08:04:12",0,next_button,click,
5285,113,"2017-08-30 08:04:14",0,next_button,click,
5286,113,"2017-08-30 08:04:17",0,next_button,click,
5315,401,"2017-09-02 10:44:32",2147483647,v1,play,"0 fullscreen=false"
